word,Pozitivitate,Negativitate,Furie,Anticipare,Dezgust,Frica,Bucurie,Tristete,Surpriza,Incredere
electorat,0,0,0,0,0,0,0,0,0,1
electric,1,0,0,0,0,0,1,0,1,0
electricitate,1,0,0,0,0,0,0,0,0,0
elegant,1,0,0,0,0,0,0,0,0,0
elegant,1,0,0,0,0,0,1,0,0,0
eleganță,1,0,0,1,0,0,1,0,0,1
elevație,1,0,0,1,0,1,1,0,0,1
elf,0,0,1,0,1,1,0,0,0,0
elf,0,1,0,0,0,1,0,0,0,0
eliberare,1,0,0,1,0,0,1,0,0,1
eliberare,0,1,0,0,0,0,0,0,0,0
eligibil,1,0,0,0,0,0,0,0,0,0
elimina,0,1,1,0,0,0,0,1,0,0
elimina,0,1,1,0,0,1,0,1,0,0
eliminare,0,1,1,0,1,1,0,1,0,0
elită,1,0,0,1,0,0,1,0,0,1
elocvent,1,0,0,0,0,0,0,0,0,0
elocvență,1,0,0,0,0,0,0,0,0,0
elucida,1,0,0,0,0,0,0,0,0,1
eludare,1,1,0,0,0,0,0,0,0,0
emancipare,1,0,0,1,0,0,1,0,0,0
embargo,0,1,0,0,0,0,0,0,0,0
embolie,0,1,0,0,0,1,0,1,0,0
emerit,1,0,0,0,0,0,0,0,0,0
eminamente,1,0,0,0,0,0,0,0,0,0
eminent,1,0,0,0,0,0,0,0,0,0
eminență,1,0,0,0,0,0,0,0,0,1
emir,1,0,0,0,0,0,0,0,0,0
emoție,1,0,0,1,0,0,1,0,1,0
emoționant,1,0,0,1,0,0,1,0,1,0
emoționat,1,0,0,1,0,0,1,0,1,1
empatie,1,0,0,0,0,0,0,0,0,0
enciclopedie,1,0,0,0,0,0,0,0,0,1
enclava,0,1,0,0,0,0,0,0,0,0
endemic,0,1,0,0,1,1,0,1,0,0
endocardita,0,0,0,0,0,1,0,1,0,0
energic,1,0,0,0,0,0,0,0,0,0
enervant,0,1,1,0,0,0,0,0,0,0
enigmatic,0,1,0,0,0,1,0,0,0,0
entuziasm,1,0,0,1,0,0,1,0,1,0
entuziasmat,1,0,0,0,0,0,1,0,0,0
entuziast,1,0,0,1,0,0,1,0,1,0
epavă,0,1,1,0,1,1,0,1,1,0
epic,1,0,0,0,0,0,0,0,0,0
epidemie,0,1,1,1,1,1,0,1,1,0
epilepsie,0,1,0,0,0,0,0,0,0,0
episcopal,0,0,0,0,0,0,0,0,0,1
epitaf,0,0,0,0,0,0,0,1,0,0
epuizare,0,1,0,1,0,0,0,1,0,0
epuizat,0,1,0,0,0,0,0,1,0,0
eradica,0,1,1,0,0,0,0,0,0,0
eradicarea,0,1,1,0,1,1,0,0,0,0
erată,0,1,0,0,0,0,0,0,0,0
eroare,0,1,0,0,0,0,0,1,0,0
eroare,0,1,0,0,0,0,0,0,0,0
eroic,1,0,0,0,0,0,1,0,1,1
eronat,0,1,0,0,0,0,0,0,0,0
erotic,1,1,0,1,0,0,1,0,1,1
erou,1,0,0,1,0,0,1,0,1,1
eroziune,0,1,0,0,0,0,0,0,0,0
erudit,1,0,0,0,0,0,0,0,0,0
erupe,0,1,1,0,0,0,0,0,1,0
erupție,0,1,1,0,0,1,0,0,1,0
escalada,0,1,1,0,0,0,0,0,0,0
escorta,0,0,0,0,0,0,0,0,0,1
escroc,0,1,0,0,0,0,0,0,0,0
eșec,0,1,0,0,1,1,0,1,0,0
esențial,1,0,0,0,0,0,0,0,0,0
estetic,1,0,0,0,0,0,0,0,0,0
estetica,1,0,0,0,0,0,0,0,0,0
estetică,1,0,0,0,0,0,1,0,0,0
estompa,0,1,0,0,0,0,0,0,0,0
eșuat,0,1,0,0,0,0,0,0,0,0
eteric,0,0,0,0,0,1,0,0,0,0
etic,1,0,0,0,0,0,0,0,0,0
etică,1,0,0,0,0,0,0,0,0,0
eticheta,0,0,0,0,0,0,0,0,0,1
eutanasie,0,1,0,0,0,1,0,1,0,0
evacua,0,1,0,0,0,0,0,0,0,0
evacua,0,1,0,0,0,1,0,0,0,0
evacua,0,1,0,0,0,0,0,1,0,0
evacuare,0,1,0,0,0,0,0,0,0,0
evacuare,0,1,0,0,0,0,0,0,0,0
evacuare,0,1,1,0,1,1,0,1,0,0
evacuare,0,1,0,0,0,0,0,0,0,0
evadare,1,1,0,1,0,1,0,0,0,0
evaluare,0,0,0,0,0,0,0,0,1,1
evaluator,0,0,0,0,0,0,0,0,0,1
Evanghelie,1,0,0,0,0,0,0,0,0,1
evaziune,0,1,0,0,0,1,0,1,0,0
evaziv,0,1,0,0,0,0,0,0,1,0
eventual,0,0,0,1,0,0,0,0,0,0
eventualitate,0,0,0,1,0,1,0,0,0,0
evident,1,0,0,0,0,0,0,0,0,1
evident,1,0,0,0,0,0,0,0,0,1
evita,0,1,0,0,0,1,0,0,0,0
evita,0,1,1,0,0,0,0,1,0,0
evitând,0,0,0,0,0,1,0,0,0,0
evitare,0,1,0,0,0,1,0,0,0,0
evlavios,1,0,0,0,0,0,0,0,0,1
evlavios,1,0,0,0,0,0,1,0,0,1
evocare,0,1,0,0,0,0,0,0,0,0
evoluție,1,0,0,0,0,0,0,0,0,0
exacerba,0,1,0,0,0,0,0,0,0,0
exacerbare,0,1,1,0,0,1,0,0,0,0
exact,1,0,0,0,0,0,0,0,0,1
exagera,0,1,1,0,0,0,0,0,0,0
exagerat,0,1,0,0,0,0,0,0,0,0
exaltare,1,0,0,0,0,0,1,0,0,1
exaltat,1,0,0,0,0,0,1,0,0,1
examinare,0,1,0,0,0,1,0,0,1,0
exaspera,0,1,1,0,0,1,0,0,0,0
exasperare,0,1,1,0,1,0,0,0,0,0
excavare,0,1,0,1,0,0,0,0,1,0
excela,1,0,0,1,0,0,1,0,1,1
excelent,1,0,0,0,0,0,1,0,0,1
excelență,1,0,0,0,1,0,1,0,0,1
exces,0,1,0,0,0,0,0,0,0,0
excita,1,0,1,1,0,1,1,0,1,0
excitabil,1,0,0,0,0,0,0,0,0,0
excitant,1,0,0,1,0,0,1,0,1,0
excitație,1,0,1,1,0,1,1,0,1,0
exclama,0,0,0,0,0,0,0,0,1,0
excludere,0,1,0,0,1,1,0,1,0,0
exclus,0,1,0,0,1,0,0,1,0,0
excremente,0,1,0,0,1,0,0,0,0,0
excremente,0,1,0,0,1,0,0,0,0,0
excreție,0,0,0,0,1,0,0,0,0,0
excursie,0,0,0,0,0,0,0,0,1,0
executant,0,0,0,0,0,0,0,0,0,1
executare,0,1,0,0,0,0,0,0,0,0
execuție,0,1,1,0,0,1,0,1,0,1
exemplar,1,0,0,0,0,0,0,0,0,0
exhaustiv,0,0,0,0,0,0,0,0,0,1
exigent,0,1,0,0,0,0,0,0,0,0
exigibilă,0,1,0,0,0,1,0,1,0,0
exil,0,1,1,0,1,0,0,1,0,0
exil,0,1,1,0,0,1,0,1,0,0
exilat,0,1,1,0,0,1,0,1,0,0
existență,1,0,0,0,0,0,0,0,0,0
exorcism,0,1,0,0,0,1,0,1,0,0
exotic,1,0,0,0,0,0,0,0,0,0
expatria,0,1,0,0,0,0,0,0,0,0
expedient,1,0,0,0,0,0,1,0,0,1
expediție,1,0,0,1,0,0,0,0,0,0
experiență,1,0,0,1,0,0,1,0,1,1
experiment,0,0,0,1,0,0,0,0,1,0
experimentat,1,0,0,0,0,0,0,0,0,1
expert,1,0,0,0,0,0,0,0,0,1
Expertiza,1,0,0,0,0,0,0,0,0,1
expira,0,1,0,0,0,0,0,1,0,0
expirat,0,1,0,0,0,0,0,0,0,0
expletiv,0,1,1,0,0,0,0,0,0,0
explica,1,0,0,0,0,0,0,0,0,1
exploda,0,1,1,0,0,1,0,1,1,0
explora,0,0,0,1,0,0,0,0,0,0
explozie,0,1,1,0,0,1,0,0,1,0
explozie,0,1,0,0,0,1,0,0,1,0
exploziv,0,1,1,1,0,1,0,0,1,0
expropriere,0,1,0,0,0,0,0,0,0,0
expulza,0,1,1,0,1,1,0,1,0,0
expulzare,0,1,1,0,1,1,0,1,0,0
expune,0,0,0,1,0,1,0,0,0,0
expuse,0,1,0,0,0,0,0,0,0,0
extatic,1,0,0,1,0,0,1,0,1,0
extaz,1,0,0,1,0,0,1,0,0,0
exterior,1,0,0,0,0,0,0,0,0,0
extermina,0,1,0,0,0,1,0,1,0,0
exterminare,0,1,1,0,0,1,0,0,0,0
extinde,1,0,0,0,0,0,0,0,0,0
extins,1,0,0,0,0,0,0,0,0,0
extrajudiciară,0,1,0,0,0,1,0,0,0,0
extraordinar,0,1,1,0,1,0,0,0,0,0
extraordinar,1,0,0,0,0,0,0,0,0,0
extremitate,0,1,0,0,0,0,0,0,0,0
exuberanță,1,0,0,0,0,0,1,0,0,0
ezitare,0,1,0,0,0,1,0,0,0,0
fabrica,0,1,0,0,0,0,0,0,0,0
fabricare,0,1,0,0,0,0,0,0,0,1
făcător,1,0,0,0,0,0,0,0,0,0
face paradă de,0,1,0,0,0,0,0,0,0,0
face schimb de,1,0,0,0,0,0,0,0,0,0
facilita,1,0,0,0,0,0,0,0,0,0
facultate,1,0,0,0,0,0,0,0,0,1
facultativ,1,0,0,0,0,0,0,0,0,0
faimă,1,0,0,0,0,0,0,0,0,0
faimos,1,0,0,0,0,0,0,0,0,0
faliment,0,1,1,0,1,1,0,1,0,0
falimentar,0,1,0,0,0,1,0,1,0,0
falnic,1,0,0,1,0,1,0,0,0,0
fals,0,1,1,0,1,0,0,0,0,0
fals,0,1,0,0,0,0,0,0,0,0
fals,0,1,0,0,0,0,0,0,0,0
fals,0,1,0,0,0,0,0,0,0,0
fals,0,1,1,0,1,0,0,0,0,0
falsifica,0,1,0,0,1,0,0,0,0,0
falsifica,1,0,0,0,0,0,0,0,0,0
falsificare,0,1,1,0,0,0,0,0,0,0
falsitate,0,1,1,0,0,0,0,0,0,1
falsitate,0,1,0,0,1,0,0,0,0,0
familiar,1,0,0,0,0,0,0,0,0,1
familiaritate,1,0,0,1,0,0,1,0,0,1
fanatic,0,1,0,0,0,0,0,0,0,0
fanatism,0,0,0,0,0,1,0,0,0,0
fanfară,1,0,0,1,0,0,1,0,1,0
fantezie,1,0,0,1,0,0,1,0,0,0
fantomă,0,0,0,0,0,1,0,0,0,0
fantomă,0,1,0,0,0,1,0,0,0,0
fantomatic,0,1,0,0,0,1,0,0,0,0
Fă-o,0,1,0,0,0,0,0,0,0,0
fapt,0,0,0,0,0,0,0,0,0,1
faptă,0,0,0,0,0,0,0,0,0,1
fapte,1,0,0,0,0,0,0,0,0,1
Fără,0,1,0,0,0,0,0,1,0,0
fără adăpost,0,1,1,1,1,1,0,1,0,0
fără apărare,0,1,0,0,0,1,0,1,0,0
fără cusur,1,0,0,0,0,0,0,0,0,1
fără fir,1,0,1,1,0,0,0,0,1,0
fără formă,0,1,0,0,0,0,0,0,0,0
fără fund,0,0,0,0,0,1,0,0,0,0
fără îndoială,1,0,0,0,0,0,0,0,0,1
fără nume,0,1,0,0,1,0,0,0,0,0
fără rost,0,1,0,0,0,0,0,0,0,0
fără sfârșit,1,1,1,0,0,1,1,1,0,1
fără simțire,0,1,1,0,1,1,0,1,1,0
fără valoare,0,1,1,0,1,0,0,1,0,0
fără vlagă,1,0,0,0,0,0,0,0,0,0
farmec,1,0,0,0,0,0,0,0,0,0
farsă,0,1,0,0,0,0,0,0,0,0
farsă,0,1,1,0,1,0,0,1,1,0
fascinant,1,0,0,0,0,0,0,0,0,0
fascinație,1,0,0,0,0,0,0,0,0,0
fată,1,0,0,0,0,0,0,0,0,0
fatal,0,1,1,0,0,1,0,1,0,0
fatalitate,0,1,0,0,0,1,0,1,0,0
fățiș,0,0,0,0,0,1,0,0,0,0
fault,0,1,1,0,1,1,0,0,0,0
favorabil,1,0,0,1,0,0,1,0,1,1
favorit,1,0,0,0,0,0,1,0,0,1
favoritism,1,0,0,0,0,0,0,0,0,0
febră,0,0,0,0,0,1,0,0,0,0
febril,0,1,0,0,0,0,0,0,0,0
febril,0,1,0,0,0,0,0,0,0,0
fecale,0,1,0,0,1,0,0,0,0,0
fecale,0,1,0,0,1,0,0,0,0,0
federație,1,0,0,0,0,0,0,0,0,1
feeric,1,0,0,1,0,0,1,0,0,0
femeie,1,0,0,0,0,0,0,0,0,0
fericire,1,0,0,0,0,0,1,0,0,0
fericire,1,0,0,0,0,0,1,0,0,0
fericit,1,0,0,1,0,0,1,0,0,1
fericita,1,0,0,0,0,0,1,0,0,0
fermă,0,0,0,1,0,0,0,0,0,0
Fermecat,1,1,0,0,0,0,1,0,0,0
fermecat,1,0,0,0,0,0,1,0,0,1
fermecător,1,0,0,0,0,0,0,0,0,0
ferment,0,1,0,1,0,0,0,0,0,0
fermentație,0,0,0,1,0,0,0,0,0,0
fermitate,1,0,0,0,0,0,0,0,0,1
feroce,0,1,1,0,1,1,0,0,0,0
feroce,0,1,1,0,1,1,0,0,0,0
ferocitate,0,1,1,0,0,0,0,0,0,0
fertil,1,0,0,0,0,0,0,0,0,0
fervent,1,0,0,1,0,0,1,0,0,1
fervoare,1,0,1,0,0,0,1,0,0,0
festiv,1,0,0,0,0,0,1,0,0,0
festival,1,0,0,1,0,0,1,0,1,0
festival,1,0,0,1,0,0,1,0,1,0
feudal,0,1,0,0,0,0,0,0,0,0
feudalism,0,1,1,0,0,0,0,1,0,0
fiabilitate,1,0,0,0,0,0,0,0,0,1
fiară,0,1,1,0,0,1,0,0,0,0
fiasco,0,1,0,0,0,0,0,0,0,0
fictiv,0,1,0,0,0,0,0,0,0,0
fidelitate,1,0,0,0,0,0,1,0,0,1
fier,1,0,0,0,0,0,0,0,0,1
fierbere,0,1,0,0,1,0,0,0,0,0
fierbinte,0,0,1,0,0,0,0,0,0,0
fiere,0,1,1,0,1,0,0,0,0,0
fiesta,1,0,0,1,0,0,1,0,1,1
fiică,1,0,0,0,0,0,1,0,0,0
final,0,0,0,1,0,0,0,1,0,0
finalizarea,1,0,0,1,0,0,1,0,0,0
finețe,1,0,0,0,0,0,0,0,0,0
fior,0,1,1,1,0,1,0,1,0,0
fior,0,1,0,0,0,1,0,0,0,0
fits,0,1,1,0,0,0,0,0,0,0
fix,0,0,0,0,0,0,0,0,0,1
fizică,1,0,0,0,0,0,0,0,0,0
flagrant,0,1,1,0,1,0,0,0,0,0
flămând,0,1,0,1,0,0,0,0,0,0
flămând,0,1,0,0,0,0,0,0,0,0
flanșă,0,0,0,0,0,0,0,0,0,1
flasc,0,1,0,0,1,0,0,0,0,0
flasc,0,1,0,0,0,0,0,1,0,0
flecar,0,1,0,0,0,0,0,0,0,0
flexibilitate,1,0,0,0,0,0,0,0,0,0
flirt,1,1,0,1,0,0,1,0,1,1
floare,1,0,0,1,0,0,1,0,0,1
floare,1,0,0,0,0,0,1,0,0,0
floral,1,0,0,0,0,0,0,0,0,0
flotă,1,0,0,0,0,0,0,0,0,0
fluctuație,0,1,1,0,0,1,0,0,0,0
flux,1,0,0,0,0,0,0,0,0,0
foamete,0,1,0,0,0,0,0,1,0,0
foc,0,0,0,0,0,1,0,0,0,0
formă,1,0,0,0,0,0,0,0,0,0
formalitate,0,0,0,0,0,0,0,0,0,1
formare,0,0,0,1,0,0,0,0,0,0
formativă,1,0,0,0,0,0,0,0,0,1
formidabil,0,0,0,0,0,1,0,0,0,0
formulă,1,0,0,0,0,0,0,0,0,1
fort,0,0,0,0,0,0,0,0,0,1
forță,0,1,1,0,0,1,0,0,0,0
fortăreață,1,0,0,0,0,1,0,1,0,1
forțat,0,1,0,0,0,1,0,0,0,0
forte,1,0,0,0,0,0,0,0,0,0
fortifica,1,0,0,0,0,0,0,0,0,0
fotbal,1,0,0,1,0,0,1,0,0,0
fractură,0,1,0,0,0,0,0,0,0,0
fragil,0,1,0,0,0,1,0,1,0,0
fragilitate,0,1,0,0,0,0,0,1,0,0
frate,1,0,0,0,0,0,0,0,0,1
fratern,1,0,0,0,0,0,1,0,0,1
fraternitate,1,0,0,0,0,0,0,0,0,1
frățesc,1,0,0,1,0,0,1,0,0,1
frauda,0,1,1,0,1,0,0,0,0,0
fraudă,0,1,1,0,0,0,0,0,0,0
frecare,0,1,0,0,0,0,0,0,0,0
frecare,0,0,1,0,0,0,0,0,0,0
fregată,0,0,0,0,0,1,0,0,0,0
frenetic,0,1,0,1,1,1,0,0,1,0
frenetic,0,1,1,0,0,1,0,0,1,0
frenetic,0,1,1,0,0,1,0,0,0,0
frenezie,0,1,0,0,0,0,0,0,0,0
freze,1,0,0,0,0,0,0,0,0,0
frică,0,1,1,0,0,1,0,0,0,0
frică,0,1,0,0,0,1,0,0,1,0
frică,0,1,0,0,0,0,0,1,0,0
fricos,0,1,0,0,0,1,0,1,0,0
frivol,0,1,0,0,0,0,0,0,0,0
frugal,1,0,0,0,0,0,0,0,0,0
frumoasa,1,0,0,0,0,0,1,0,0,0
frumos,1,0,0,0,0,0,0,0,0,0
frumos,1,0,0,1,0,0,1,0,0,1
frumusețe,1,0,0,0,0,0,1,0,0,0
frustrare,0,1,1,0,0,0,0,0,0,0
frustrat,0,1,1,0,0,0,0,0,0,0
fugar,0,1,1,0,1,1,0,1,0,1
fugi,0,1,0,0,0,1,0,0,0,0
fugit,0,0,0,0,0,1,0,0,0,0
fulg,0,1,0,0,0,0,0,0,0,0
fulger,0,0,1,0,0,1,0,0,1,0
fum,0,1,0,0,0,0,0,0,0,0
fumans,0,1,1,0,0,0,0,0,0,0
fund,0,1,0,0,0,0,0,1,0,0
fundamental,1,0,0,0,0,0,0,0,0,1
fundație,1,0,0,0,0,0,0,0,0,0
fura,0,1,1,0,0,1,0,1,0,0
furaj,0,1,0,0,0,0,0,0,0,0
furie,0,1,1,0,0,0,0,0,0,0
furie,0,1,1,0,0,1,0,1,0,0
furie,0,1,1,0,0,0,0,0,0,0
furie,0,1,1,0,0,0,0,0,0,0
furios,0,1,1,0,1,0,0,0,0,0
furișa,0,1,1,0,0,1,0,0,1,0
furnituri,1,0,0,0,0,0,0,0,0,0
furniza,1,0,0,0,0,0,0,0,0,1
furnizarea,1,0,0,1,0,0,1,0,0,1
furor,0,1,1,0,0,0,0,0,0,0
furt,0,1,0,0,0,0,0,0,0,0
furt,0,1,0,0,1,0,0,0,0,0
furt din magazine,0,1,1,0,1,0,0,0,0,0
furtună,0,1,1,0,0,0,0,0,0,0
fuziona,0,0,0,0,0,0,0,0,0,1
fuziune,1,0,0,0,0,0,0,0,0,0
gaby,0,1,0,0,1,0,0,0,0,0
gafă,0,1,0,0,1,0,0,1,0,0
gaj,0,0,0,0,0,0,0,0,0,1
gălăgie,0,1,1,1,1,0,0,0,1,0
galant,1,0,0,0,0,0,0,0,0,0
galanterie,1,0,0,0,0,0,0,0,0,0
gândac,0,1,0,0,1,1,0,0,0,0
gândire,0,0,0,1,0,0,0,0,0,0
gangrenă,0,1,1,0,1,0,0,0,0,0
garanta,1,0,0,0,0,0,0,0,0,1
garanție,1,0,0,0,0,0,0,0,0,1
gardă personală,1,0,0,0,0,0,0,0,0,1
gârlă,0,1,0,0,0,0,0,1,0,0
garnitură,0,1,0,0,0,0,0,0,0,0
garnizoană,1,0,0,0,0,0,0,0,0,1
găsite,1,0,0,0,0,0,1,0,0,1
gata,0,0,0,1,0,0,0,0,0,0
gauche,0,1,0,0,0,0,0,0,0,0
gazetă,1,0,0,0,0,0,0,0,0,1
geamăn,1,0,0,0,0,0,0,0,0,0
geamandură,1,0,0,0,0,0,0,0,0,0
geamăt,0,1,0,0,1,0,0,1,0,0
geană,0,1,1,0,0,1,0,0,0,0
gelatină,0,0,0,0,1,0,0,0,0,0
gelos,0,1,1,0,1,0,0,0,0,0
gelozie,0,1,1,0,1,1,0,1,0,0
gem,1,0,0,0,0,0,0,0,0,0
general,1,0,0,0,0,0,0,0,0,1
generos,1,0,0,0,0,0,1,0,0,1
generozitate,1,0,0,1,0,0,1,0,1,1
genial,1,0,0,1,0,0,1,0,0,1
geniu,1,0,0,0,0,0,0,0,0,0
geranium,1,0,0,0,0,0,0,0,0,0
geriatric,0,1,0,0,0,0,0,1,0,0
germene,0,0,0,1,1,0,0,0,0,0
germinare,0,0,0,1,0,0,0,0,0,0
gheară,0,1,1,0,0,1,0,0,0,0
gherilă,0,1,0,0,0,1,0,0,0,0
ghetou,0,1,0,0,1,1,0,1,0,0
ghici,0,0,0,0,0,0,0,0,1,0
ghicitoare,0,0,0,0,0,0,0,0,1,0
ghid,1,0,0,0,0,0,0,0,0,1
ghid,1,0,0,0,0,0,0,0,0,1
ghilotină,0,1,1,1,1,1,0,1,0,0
gigant,0,0,0,0,0,1,0,0,0,0
gigantic,1,0,0,0,0,0,0,0,0,0
gimnast,1,0,0,0,0,0,0,0,0,0
glacial,0,1,0,0,0,0,0,0,0,0
gladiator,0,0,0,0,0,1,0,0,0,0
glorifica,1,0,0,1,0,0,1,0,1,1
glorificare,1,0,0,0,0,0,1,0,0,0
glumă,0,1,0,0,0,0,0,0,0,0
glumă,0,1,0,0,0,0,0,0,1,0
gnom,0,1,1,0,1,1,0,0,0,0
goarnă,0,0,0,1,0,0,0,0,0,0
gogoriță,0,1,1,0,0,1,0,1,0,0
gol,0,1,0,0,0,0,0,1,0,0
golfuleț,1,0,0,1,1,1,1,0,0,0
goliciune,0,0,0,0,0,0,0,1,0,0
gonoree,0,1,1,0,1,1,0,1,0,0
goo,0,1,0,0,1,0,0,0,0,0
gorilă,0,1,0,0,0,0,0,0,0,0
grabă,0,0,0,1,0,0,0,0,0,0
grabă,0,0,0,1,0,0,0,0,0,0
grăbit,0,1,0,1,0,0,0,0,0,0
grad,1,0,0,0,0,0,0,0,0,0
grădină,1,0,0,0,0,0,1,0,0,0
gramatică,0,0,0,0,0,0,0,0,0,1
granat,1,0,0,0,0,0,0,0,0,0
grandoare,1,0,0,0,0,0,0,0,0,0
gras,0,1,0,0,1,0,0,1,0,0
gras,0,0,0,0,1,0,0,0,0,0
grăsime,0,1,0,0,1,0,0,1,0,0
grăsuț,0,0,0,1,0,0,0,0,0,0
grătar,0,1,0,0,0,0,0,0,0,0
gratie,1,0,0,0,0,0,0,0,0,0
grație,1,0,0,0,0,0,0,0,0,0
grații,0,1,1,0,1,0,0,0,0,0
grațios,1,0,0,0,0,0,0,0,0,0
gratuit,0,0,0,0,1,0,0,0,0,0
gravita,0,0,0,1,0,0,0,0,0,0
gregar,1,0,0,0,0,0,0,0,0,0
grenadă,0,1,0,0,0,1,0,0,0,0
greșeală,0,1,0,0,0,0,0,1,0,0
greșit,0,1,0,0,0,0,0,0,0,0
greșit,0,1,1,0,0,0,0,0,0,0
greșit,0,1,0,0,0,0,0,0,0,0
greu,0,1,0,0,0,0,0,0,0,0
greu,0,1,0,0,0,0,0,1,0,0
greutate,1,1,0,1,1,1,1,1,1,1
grevă,0,1,1,0,0,0,0,0,0,0
gri,0,0,0,0,1,0,0,1,0,0
grijuliu,1,0,0,0,0,0,0,0,0,1
grindă,1,0,0,0,0,0,1,0,0,0
grindă,1,0,0,0,0,0,0,0,0,1
grindină,1,1,0,0,0,0,0,0,0,1
gripă,0,1,0,0,0,1,0,0,0,0
groază,0,1,0,1,0,1,0,0,0,0
groaznic,0,1,0,0,1,1,0,1,1,0
groaznic,0,1,0,0,1,1,0,0,0,0
grotesc,0,1,0,0,1,0,0,0,0,0
grup,0,1,0,0,0,0,0,0,0,0
gunoi,0,0,0,0,1,0,0,0,0,0
gunoi,0,1,0,0,1,0,0,0,0,0
gunoi,0,1,0,0,0,0,0,0,0,0
gunoi,0,1,0,0,1,0,0,0,0,0
gunoi,0,1,0,0,1,0,0,0,0,0
gură,0,0,0,0,0,0,0,0,1,0
guru,1,0,0,0,0,0,0,0,0,1
gust care stăruie,0,1,0,0,0,0,0,0,0,0
gustos,1,0,0,0,0,0,0,0,0,0
gustos,1,0,0,0,0,0,0,0,0,0
gută,0,1,0,0,0,0,0,0,0,0
guvern,0,1,0,0,0,1,0,0,0,0
guverna,1,0,0,0,0,0,0,0,0,1
guvernantă,0,0,0,0,0,0,0,0,0,1
guvernator,0,0,0,0,0,0,0,0,0,1
habitat,1,0,0,0,0,0,0,0,0,0
haiduc,0,1,0,0,0,0,0,0,0,0
halbă,1,1,1,0,0,1,0,1,0,0
halucinație,0,1,0,0,0,1,0,0,0,0
han,0,0,0,0,0,1,0,0,0,1
haos,0,1,1,0,0,1,0,1,0,0
haotic,0,1,1,0,0,0,0,0,0,0
hărțui,0,1,1,0,1,0,0,0,0,0
hartuire,0,0,1,0,0,0,0,0,0,0
herpes,0,1,0,0,1,0,0,0,0,0
hidos,0,1,0,0,1,1,0,0,0,0
himeră,0,0,0,0,0,1,0,0,1,0
holeră,0,1,0,0,1,1,0,1,0,0
hoț,0,1,0,0,1,1,0,0,0,0
hoț,0,1,1,0,1,1,0,1,1,0
hulitor,0,1,1,0,1,0,0,0,0,0
hustler,0,1,0,0,0,0,0,0,0,0
hype,0,1,0,1,0,0,0,0,0,0
iad,0,1,1,0,1,1,0,1,0,0
iartă,1,0,0,0,0,0,0,0,0,0
ibovnică,1,0,0,1,0,0,1,0,0,1
idiot,0,1,0,0,1,0,0,0,0,0
Idiotule,0,1,1,0,1,0,0,0,0,0
ieftin,0,1,0,0,0,0,0,0,0,0
ierta,1,0,0,0,0,0,0,0,0,0
iertare,1,0,0,0,0,0,1,0,0,1
iertare,1,0,0,0,0,0,0,0,0,0
iertare,1,0,0,0,0,0,0,0,0,0
iertat,1,0,0,0,0,0,0,0,0,0
iertător,1,0,0,0,0,0,0,0,0,1
ifose,0,1,0,0,1,0,0,0,0,0
ignifug,1,0,0,0,0,0,0,0,0,0
ignora,0,1,0,0,0,0,0,0,0,0
ignoranță,0,1,0,0,0,0,0,0,0,0
ignorate,0,1,0,0,1,0,0,0,0,0
ilegal,0,1,1,0,1,1,0,1,0,0
iluminism,1,0,0,0,0,0,1,0,0,1
iluzie,0,1,1,0,0,1,0,1,0,0
imaginativ,1,0,0,0,0,0,0,0,0,0
îmbina,1,0,0,1,0,0,0,0,0,0
îmbinare,0,1,0,0,0,0,0,0,0,0
îmbogăți,1,0,0,0,0,0,0,0,0,0
îmbrățișa,1,0,0,0,0,0,1,0,0,1
îmbrățișa,1,0,0,1,0,0,1,0,1,1
îmbrățișare,1,0,0,0,0,0,1,0,0,1
îmbucătură,0,0,0,0,1,0,0,0,0,0
îmbunătăți,1,0,0,1,0,0,1,0,0,1
îmbunătățire,1,0,0,0,0,0,0,0,0,0
îmbunătățire,1,0,0,0,0,0,1,0,0,1
îmbunătățit,1,0,0,0,0,0,0,0,0,0
imens,1,0,0,0,0,0,0,0,0,0
iminent,0,0,0,1,0,1,0,0,0,0
imitație,0,1,0,0,0,0,0,0,0,0
imitator,0,1,1,0,1,0,0,0,0,0
imite,1,0,0,0,0,0,0,0,0,0
împărtăși,1,0,0,0,0,0,0,0,0,1
imparțial,0,1,0,0,0,0,0,1,0,0
impas,0,1,0,0,0,0,0,0,0,0
împiedica,0,1,1,0,0,1,0,0,0,0
împiedica,0,0,0,0,0,1,0,0,0,0
implicare,0,0,1,0,0,0,0,0,0,0
implicat,0,1,0,0,0,0,0,0,0,0
împlinire,1,0,0,1,0,0,1,0,0,1
implora,0,0,0,1,0,0,0,0,0,0
important,1,0,0,0,0,0,0,0,0,1
importanță,1,0,0,1,0,0,0,0,0,0
imposibil,0,1,0,0,0,0,0,1,0,0
împovărător,0,1,0,0,0,1,0,1,0,0
împovărător,0,1,0,0,0,0,0,1,0,0
impozit,0,1,0,0,0,0,0,1,0,0
împrejmui,1,0,0,0,0,0,0,0,0,0
împrejmuită,0,0,1,0,0,0,0,0,0,0
impresiona,1,0,0,0,0,0,0,0,0,0
imprudent,0,1,0,0,0,0,0,0,0,0
împrumutat,0,1,0,0,0,0,0,0,0,0
impulsie,0,1,1,0,0,0,0,0,0,0
impunător,1,0,0,0,0,0,0,0,0,1
impunător,1,0,0,0,0,0,0,0,0,0
